year,name,artists,album,popularity,release_date
2013,Turn Down for What,"DJ Snake, Lil Jon",Turn Down for What,73,2013-12-18
2013,Come a Little Closer,Cage The Elephant,Melophobia,76,2013-10-08
2013,Tentato,SMRS OVR,Tentato,3,2021-04-09
2013,Best Song Ever,One Direction,Midnight Memories (Deluxe),80,2013-11-25
2013,Beauty And A Beat,"Justin Bieber, Nicki Minaj",Believe (Deluxe Edition),81,2012-06-15
2013,"Hold On, We're Going Home","Drake, Majid Jordan",Nothing Was The Same (Deluxe),8,2013-01-01
2013,Hello Darling,The Star Prairie Project,Surreal,0,2020-12-18
2013,Some Nights,fun.,Some Nights,72,2012-02-21
2013,Ho Hey,The Lumineers,The Lumineers,14,2012-04-03
2013,The Way,"Ariana Grande, Mac Miller",Yours Truly,73,2013-01-01
2013,My Songs Know What You Did In The Dark (Light Em Up),Fall Out Boy,Save Rock And Roll,65,2013-04-12
2013,Wrecking Ball,Miley Cyrus,Wrecking Ball,7,2013-08-25
2013,Same Love (feat. Mary Lambert),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Mary Lambert",The Heist,62,2012-10-09
2013,Reach for the Stars,Angie,Reach for the Stars,0,2021-03-26
2013,Berzerk,Eminem,The Marshall Mathers LP2 (Deluxe),69,2013-11-05
2013,Stay,"Rihanna, Mikky Ekko",Unapologetic (Deluxe),70,2012-12-11
2013,Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",Thrift Shop (feat. Wanz),68,2013-01-14
2013,Just Like Jesse James,Jeff Paladino,Just Like Jesse James,1,1989-10-13
2013,Feel This Moment (feat. Christina Aguilera),"Pitbull, Christina Aguilera",Global Warming: Meltdown (Deluxe Version),85,2012
2013,Started From the Bottom,Drake,Nothing Was The Same (Deluxe),5,2013-01-01
2013,Burn,Ellie Goulding,Halcyon Days,61,2013-01-01
2013,I'm Different,2 Chainz,Based On A T.R.U. Story (Deluxe),61,2012-01-01
2013,Diamonds,Rihanna,Unapologetic (Deluxe),56,2012-12-11
2013,Mirrors,Justin Timberlake,The 20/20 Experience,1,2013-03-15
2013,March of the Praetorians,Luc,March of the Praetorians,0,2020-11-14
2013,I Cry,Flo Rida,Wild Ones,74,2012-06-22
2013,It's Time,Imagine Dragons,Night Visions,69,2012-09-04
2013,One More Night,Maroon 5,Overexposed (Deluxe),75,2012-01-01
2013,Top of the World,"Urban Rodeo, Roxanne Dubé",Top of the World,0,2021-04-01
2013,Troublemaker (feat. Flo Rida),"Olly Murs, Flo Rida",Right Place Right Time (Deluxe),0,2011
2013,Pour It Up,Rihanna,Unapologetic (Deluxe),70,2012-12-11
2013,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”),67,2013-01-01
2013,Carry On,fun.,Some Nights,63,2012-02-21
2013,Body Party,Ciara,Ciara,66,2013-07-05
2013,Suit & Tie,"Justin Timberlake, JAY-Z",The 20/20 Experience,0,2013-03-15
2013,Dilemma,Xhey,Dilemma,3,2020-01-10
2013,Love Somebody,Maroon 5,Overexposed (Deluxe),63,2012-01-01
2013,Harlem Shake,Baauer,Harlem Shake,57,2013-02-12
2013,Come & Get It,Selena Gomez,Come & Get It,55,2013-01-01
2013,CHAMPAGNE POPPING,A$Ton Dollar$,CHAMPAGNE POPPING,0,2021-03-26
2013,Just Give Me a Reason,"P!nk, Nate Ruess",The Truth About Love,1,2012-09-17
2013,Beat It (feat. Chris Brown & Wiz Khalifa),"Sean Kingston, Chris Brown, Wiz Khalifa",Back 2 Life,71,2013-09-10
2013,Next To Me,Emeli Sandé,Our Version Of Events,55,2012-01-01
2013,The Phoenix,Fall Out Boy,Save Rock And Roll,74,2013-04-12
2013,Daylight,Maroon 5,Overexposed (Deluxe),54,2012-01-01
2013,Let Me Love You (Until You Learn To Love Yourself),Ne-Yo,R.E.D. (Deluxe Edition),45,2012-01-01
2013,State of Emergency,Fella Million,State of Emergency,2,2020-12-07
2013,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)","A$AP Rocky, Drake, 2 Chainz, Kendrick Lamar",LONG.LIVE.A$AP (Deluxe Version),6,2013-01-11
2013,Cigarette Daydreams,Cage The Elephant,Melophobia,84,2013-10-08
2013,I Will Wait,Mumford & Sons,Babel,4,2012-09-21
2013,Secret Safe,Hobby,Secret Safe,1,2021-04-02
2013,Headlights,"Eminem, Nate Ruess",The Marshall Mathers LP2,39,2013-11-05
2013,All I Need,AWOLNATION,Megalithic Symphony Deluxe,0,2011
2013,All of Me,John Legend,Love In The Future (Expanded Edition),88,2013-08-30
2013,I Luv This Shit,"August Alsina, Trinidad James",Downtown: Life Under The Gun,66,2013-01-01
2013,Rap God,Eminem,The Marshall Mathers LP2 (Deluxe),78,2013-11-05
2013,Ways to Go,GROUPLOVE,Spreading Rumours,62,2013-09-17
2013,Soon,Howard Clarke,Howard Clarke All the Hits,2,2021-02-16
2013,Break from Toronto,PARTYNEXTDOOR,PARTYNEXTDOOR,12,2013-07-01
2013,3005,Childish Gambino,Because the Internet,8,2013-12-10
2013,It Won't Stop (feat. Chris Brown) - EP Version,"Sevyn Streeter, Chris Brown","Call Me Crazy, But...",73,2013-12-03
2013,HE TRIED,Cgrn Mac Milli,HE TRIED,0,2021-03-05
2013,Can You Feel My Heart,Bring Me The Horizon,Sempiternal (Deluxe Edition),8,2013-04-02
2014,23,"Mike WiLL Made-It, Miley Cyrus, Wiz Khalifa, Juicy J",23,73,2013-01-01
2014,White Walls (feat. ScHoolboy Q & Hollis),"Macklemore & Ryan Lewis, Hollis, ScHoolboy Q",The Heist,1,2012-10-10
2014,Dark Horse,"Katy Perry, Juicy J",PRISM (Deluxe),78,2013-10-18
2014,"Hold On, We're Going Home","Drake, Majid Jordan",Nothing Was The Same (Deluxe),8,2013-01-01
2014,Remedy,Kareen Lomax,Remedy,25,2024-02-21
2014,Anaconda,Nicki Minaj,The Pinkprint (Deluxe),63,2014-12-15
2014,Believe Me,"Lil Wayne, Drake",Believe Me,64,2014-05-28
2014,Don't Tell 'Em,"Jeremih, YG",Late Nights: The Album,78,2015-12-04
2014,One More Night,Maroon 5,Overexposed (Deluxe),75,2012-01-01
2014,Say Something,"A Great Big World, Christina Aguilera",Is There Anybody Out There?,72,2014-01-20
2014,Amnesia,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),42,2013-09-27
2014,All of Me,John Legend,Love In The Future (Expanded Edition),88,2013-08-30
2014,Take Me To Church,Hozier,Hozier (Special Edition),2,2014-11-06
2014,Stay With Me,Sam Smith,In The Lonely Hour,1,2014-01-01
2014,Don't,Ed Sheeran,x (Deluxe Edition),75,2014-06-21
2014,Chandelier,Sia,1000 Forms Of Fear,84,2014-07-04
2014,Thinking out Loud,Ed Sheeran,x (Deluxe Edition),86,2014-06-21
2014,Summer,Calvin Harris,Motion,88,2014-10-31
2014,Partition,Beyoncé,BEYONCÉ [Platinum Edition],73,2014-11-24
2014,Some Nights,fun.,Some Nights,72,2012-02-21
2014,Want to Want Me,Jason Derulo,Everything Is 4,79,2015-05-29
2014,Drunk in Love (feat. JAY-Z),"Beyoncé, JAY-Z",BEYONCÉ [Platinum Edition],75,2014-11-24
2014,Elastic Heart,Sia,1000 Forms Of Fear,81,2014-07-04
2014,7/11,Beyoncé,BEYONCÉ [Platinum Edition],74,2014-11-24
2014,Post to Be (feat. Chris Brown & Jhene Aiko),"Omarion, Chris Brown, Jhené Aiko",Post to Be (feat. Chris Brown & Jhene Aiko),54,2014-11-11
2014,Sweater Weather,The Neighbourhood,I Love You.,93,2013-04-22
2014,Bankok City,Vicious Kitty,Bankok City,1,2018-08-10
2014,Love Never Felt So Good,"Michael Jackson, Justin Timberlake",XSCAPE,75,2014-05-09
2014,Counting Stars,OneRepublic,Native,76,2014-01-01
2014,Story of My Life,One Direction,Midnight Memories (Deluxe),87,2013-11-25
2014,Na Na,Trey Songz,Trigga,67,2014-07-01
2014,A Sky Full of Stars,Coldplay,Ghost Stories,90,2014-05-16
2014,Timber,"Pitbull, Kesha",Global Warming: Meltdown (Deluxe Version),87,2012
2014,Demons,Imagine Dragons,Night Visions,75,2012-09-04
2014,Statue of a Fool,Donny Richmond,Statue of a Fool,2,2020-01-08
2014,Royals,Lorde,Pure Heroine,81,2013-09-27
2014,Adore You,Miley Cyrus,Bangerz (Deluxe Version),70,2013-10-04
2014,Turn Down for What,"DJ Snake, Lil Jon",Turn Down for What,73,2013-12-18
2014,The Monster,"Eminem, Rihanna",The Marshall Mathers LP2,82,2013-11-05
2014,Ain't It Fun,Paramore,Paramore,79,2013-04-05
2014,Maps,Maroon 5,V,86,2014-09-02
2014,Trumpets,Jason Derulo,Talk Dirty,65,2013-09-10
2014,Cool Kids,Echosmith,Talking Dreams (Deluxe Edition),75,2013-10-04
2014,Underworld,Espectro,Underworld,1,2021-04-23
2014,2 On (feat. ScHoolboy Q),"Tinashe, ScHoolboy Q",Aquarius,82,2014-10-01
2014,Pompeii,Bastille,Bad Blood,73,2013-01-01
2014,Rude,MAGIC!,Rude,67,2013-10-11
2014,All About That Bass,Meghan Trainor,All About That Bass,61,2014-06-30
2014,Wake Me Up,Avicii,True,17,2013-09-13
2014,Break Free,"Ariana Grande, Zedd",My Everything (Deluxe),82,2014-08-22
2014,New Flame,"Chris Brown, USHER, Rick Ross",X (Deluxe Version),1,2014-09-12
2014,Am I Wrong,Nico & Vinz,Am I Wrong,60,2014-01-21
2014,Brave,Sara Bareilles,The Blessed Unrest,70,2013-07-16
2014,Animals,Maroon 5,V,84,2014-09-02
2014,Come with Me Now,KONGOS,Lunatic,70,2014-01-27
2014,Problem,"Ariana Grande, Iggy Azalea",My Everything (Deluxe),80,2014-08-22
2014,Me And My Broken Heart,Rixton,Let The Road,78,2014-01-01
2014,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Frozen (Original Motion Picture Soundtrack / Deluxe Edition),78,2013-01-01
2014,Best Day Of My Life,American Authors,"Oh, What A Life",83,2014-01-01
2014,Coast to Coast,Troubled Spirit,Fly Away,2,2019-09-26
2014,The Man,Aloe Blacc,Lift Your Spirit,3,2014-01-01
2014,Talk Dirty (feat. 2 Chainz),"Jason Derulo, 2 Chainz",Talk Dirty,71,2013-09-10
2014,Amnesia,5 Seconds of Summer,5 Seconds Of Summer,64,2014-06-27
2014,Sleepwalking,"F.O.M Ferro, Hunxho",Sleepwalking,0,2021-03-04
2014,Team,Lorde,Pure Heroine,82,2013-09-27
2014,Shower,Becky G,Shower,80,2014-04-23
2014,Let Her Go,Passenger,All the Little Lights (Deluxe Version),1,2013-02-17
2014,Burn,Ellie Goulding,Halcyon Days,61,2013-01-01
2014,Hot Boy,Bobby Shmurda,Hot Boy,38,2014-07-25
2014,Roar,Katy Perry,PRISM (Deluxe),75,2013-10-18
2014,Rap Saiyan,"WITNEZZ, o1ad, KUTTY MACK, Shah33d",Rap Saiyan,0,2019-04-24
2014,Hey Brother,Avicii,True,7,2013-09-13
2014,Rather Be (feat. Jess Glynne),"Clean Bandit, Jess Glynne",Rather Be (feat. Jess Glynne),76,2014-01-17
2014,Beachin',Jake Owen,Days of Gold,61,2013-12-02
2014,Tentato,SMRS OVR,Tentato,3,2021-04-09
2014,Lifestyle,"Rich Gang, Young Thug, Rich Homie Quan",Lifestyle,73,2014-06-05
2014,Black Widow,"Iggy Azalea, Rita Ora",The New Classic,69,2014-01-01
2014,Shake It Off,Taylor Swift,1989,73,2014-10-27
2014,Fancy,"Iggy Azalea, Charli xcx",The New Classic (Deluxe Version),71,2014-01-01
2014,Wrecking Ball,Miley Cyrus,Wrecking Ball,7,2013-08-25
2014,Blurred Lines,"Robin Thicke, T.I., Pharrell Williams",Blurred Lines (Deluxe),81,2013-01-01
2014,Bang Bang,"Jessie J, Ariana Grande, Nicki Minaj",Sweet Talker (Deluxe Version),83,2014-10-10
2014,Wiggle (feat. Snoop Dogg),"Jason Derulo, Snoop Dogg",Talk Dirty,59,2013-09-10
2014,She Looks So Perfect,5 Seconds of Summer,5 Seconds Of Summer,73,2014-06-27
2014,Strategy,OlbyDakid,Strategy,0,2021-02-19
2014,Latch,"Disclosure, Sam Smith",Settle (Deluxe),71,2013-06-03
2014,Love Runs Out,OneRepublic,Native,65,2014-01-01
2014,The Ghost of You,My Chemical Romance,May Death Never Stop You,45,2014-03-21
2014,Stay The Night - Featuring Hayley Williams Of Paramore,"Zedd, Hayley Williams",Clarity (Deluxe),71,2012
2014,Can't Remember to Forget You,"Shakira, Rihanna",Can't Remember to Forget You,7,2014-01-13
2014,Diesel Locomotive (Bullet Train),Joe Macre,Bullet Train,0,2021-02-12
2014,Habits (Stay High),Tove Lo,Queen Of The Clouds (Blueprint Edition),42,2015-10-02
2014,First Time Last,"Jason Jefferson, Church Boii",Disingenuous Love Songs Volume 1: A Dark Paramour,1,2021-04-01
2014,Boom Clap,Charli xcx,Boom Clap,40,2014-05-02
2014,Drink You Away,Justin Timberlake,The 20/20 Experience - The Complete Experience,0,2013-09-27
2014,Bartender,Lady A,Bartender,0,2014-01-01
2014,Shades Of Cool,Lana Del Rey,Ultraviolence,44,2014-01-01
2014,TKO,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),55,2013-09-27
2014,My Hitta,"YG, Jeezy, Rich Homie Quan",My Hitta,30,2013-01-01
2014,Dilemma,Xhey,Dilemma,3,2020-01-10
2015,Cool for the Summer,Demi Lovato,Confident (Deluxe Edition),61,2015-10-16
2015,Uptown Funk (feat. Bruno Mars),"Mark Ronson, Bruno Mars",Uptown Special,88,2015-01-12
2015,Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",Title (Deluxe),77,2015-01-12
2015,I Don't Fuck With You,"Big Sean, E-40",Dark Sky Paradise,77,2015-02-23
2015,Thinking out Loud,Ed Sheeran,x (Deluxe Edition),86,2014-06-21
2015,Shut Up and Dance,WALK THE MOON,TALKING IS HARD,88,2014-12-02
2015,Where Are Ü Now (with Justin Bieber),"Jack Ü, Skrillex, Diplo, Justin Bieber",Skrillex and Diplo present Jack Ü,78,2015-02-24
2015,El Perdón (with Enrique Iglesias),"Nicky Jam, Enrique Iglesias",Fénix,78,2017-01-20
2015,Stay With Me,Sam Smith,In The Lonely Hour,1,2014-01-01
2015,Riptide,Vance Joy,Dream Your Life Away (Special Edition),22,2014-09-08
2015,Want to Want Me,Jason Derulo,Everything Is 4,79,2015-05-29
2015,Photograph,Ed Sheeran,x (Deluxe Edition),89,2014-06-21
2015,I'm Not The Only One,Sam Smith,In The Lonely Hour,0,2014-01-01
2015,Chandelier,Sia,1000 Forms Of Fear,84,2014-07-04
2015,Worth It (feat. Kid Ink),"Fifth Harmony, Kid Ink",Reflection (Deluxe),81,2015-01-30
2015,679 (feat. Remy Boyz),"Fetty Wap, Remy Boyz",679 (feat. Remy Boyz),78,2015-06-29
2015,7/11,Beyoncé,BEYONCÉ [Platinum Edition],74,2014-11-24
2015,Don't,Ed Sheeran,x (Deluxe Edition),75,2014-06-21
2015,Fight Song,Rachel Platten,Wildfire,77,2016-01-01
2015,Lay Me Down,"Sam Smith, John Legend",In The Lonely Hour (Drowning Shadows Edition),3,2015-11-06
2015,Ex's & Oh's,Elle King,Love Stuff,76,2015-02-13
2015,Trap Queen,Fetty Wap,Fetty Wap (Deluxe),83,2015-09-25
2015,Centuries,Fall Out Boy,American Beauty/American Psycho,83,2015-01-16
2015,Take Me to Church,Hozier,Hozier,63,2014-10-07
2015,Marvin Gaye (feat. Meghan Trainor),"Charlie Puth, Meghan Trainor",Some Type of Love,67,2015-05-01
2015,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",The Weeknd,"Earned It (Fifty Shades Of Grey) [From The ""Fifty Shades Of Grey"" Soundtrack]",74,2014-12-23
2015,Sugar,Maroon 5,V,83,2014-09-02
2015,One Last Time,Ariana Grande,My Everything (Deluxe),86,2014-08-22
2015,RITMO (Bad Boys For Life),"Black Eyed Peas, J Balvin",RITMO (Bad Boys For Life),73,2019-10-12
2015,Night Changes,One Direction,FOUR (Deluxe),90,2014-11-17
2015,Elastic Heart,Sia,1000 Forms Of Fear,81,2014-07-04
2015,Drag Me Down,One Direction,Made In The A.M. (Deluxe Edition),80,2015-11-13
2015,What Do You Mean?,Justin Bieber,Purpose (Deluxe),84,2015-11-13
2015,No Type,Rae Sremmurd,SremmLife,72,2015-01-06
2015,Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,77,2015-03-26
2015,All Eyes on You (feat. Chris Brown & Nicki Minaj),"Meek Mill, Chris Brown, Nicki Minaj",Dreams Worth More Than Money,73,2015-06-29
2015,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)","Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Grandmaster Melle Mel, Grandmaster Caz, Kool Moe Dee, Eric Nally",This Unruly Mess I've Made,69,2016-02-26
2015,Only,"Nicki Minaj, Drake, Lil Wayne, Chris Brown",The Pinkprint (Deluxe),67,2014-12-15
2015,Renegades,X Ambassadors,VHS,79,2015-06-30
2015,GDFR (feat. Sage the Gemini & Lookas),"Flo Rida, Sage The Gemini, Lookas",My House,75,2015-04-07
2015,My Way (feat. Monty),"Fetty Wap, Monty",Fetty Wap (Deluxe),72,2015-09-25
2015,I Don't Mind (feat. Juicy J),"USHER, Juicy J",I Don't Mind (feat. Juicy J),68,2014-11-21
2015,FourFiveSeconds,"Rihanna, Kanye West, Paul McCartney",FourFiveSeconds,80,2015-01-24
2015,All About That Bass,Meghan Trainor,All About That Bass,61,2014-06-30
2015,Here,Alessia Cara,Know-It-All (Deluxe),0,2015-11-13
2015,Animals,Maroon 5,V,84,2014-09-02
2015,"Love Me Like You Do - From ""Fifty Shades Of Grey""",Ellie Goulding,Delirium (Deluxe),50,2015-11-13
2015,Hello,Adele,Hello,0,2015-10-23
2015,Uma Thurman,Fall Out Boy,American Beauty/American Psycho,71,2015-01-16
2015,The Heart Wants What It Wants,Selena Gomez,For You,60,2014-11-21
2015,Truffle Butter,"Nicki Minaj, Drake, Lil Wayne",Truffle Butter,58,2015-01-23
2015,CoCo,O.T. Genasis,CoCo,62,2014-11-10
2015,Budapest,George Ezra,Wanted on Voyage,2,2015-01-20
2015,Lips Are Movin,Meghan Trainor,Title (Deluxe),70,2015-01-12
2015,Locked Away (feat. Adam Levine),"R. City, Adam Levine",Locked Away (feat. Adam Levine),61,2015-06-29
2015,Tuesday (feat. Drake),"ILOVEMAKONNEN, Drake",Tuesday (feat. Drake),1,2014-09-01
2015,Classic Man (feat. Roman GianArthur),"Jidenna, Roman GianArthur",Classic Man (feat. Roman GianArthur),60,2015-02-03
2015,Kick The Dust Up,Luke Bryan,Kill The Lights (Deluxe),68,2015-08-07
2015,Girl Crush,Little Big Town,Pain Killer,70,2014-10-17
2015,Ghost,Ella Henderson,Ghost,53,2014-06-08
2015,Heartbeat Song,Kelly Clarkson,Piece By Piece (Deluxe Version),63,2015-02-27
2015,Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),68,2015-05-04
2015,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)","David Guetta, AFROJACK, Bebe Rexha, Nicki Minaj",Listen (Deluxe),64,2014-11-10
2015,Jealous - Remix,"Nick Jonas, Tinashe",Nick Jonas X2,72,2015-11-20
2015,Post to Be (feat. Chris Brown & Jhene Aiko),"Omarion, Chris Brown, Jhené Aiko",Post to Be (feat. Chris Brown & Jhene Aiko),54,2014-11-11
2015,Hotline Bling,Drake,Views,0,2016-05-13
2015,High By The Beach,Lana Del Rey,Honeymoon,72,2015-09-18
2015,"Honey, I'm Good.",Andy Grammer,Magazines Or Novels,2,2014-01-01
2015,Stitches,Shawn Mendes,Handwritten (Revisited),53,2015-11-20
2015,Good For You,"Selena Gomez, A$AP Rocky",Good For You,58,2015-08-07
2015,Cheerleader - Felix Jaehn Remix Radio Edit,"OMI, Felix Jaehn",Cheerleader (Felix Jaehn Remix Radio Edit),51,2015-03-06
2015,Somebody,"Natalie La Rose, Jeremih",Somebody,68,2014-01-06
2015,Run,AWOLNATION,Run,58,2015-03-17
2015,Woman Woman,AWOLNATION,Run,53,2015-03-17
2015,Habits (Stay High),Tove Lo,Queen Of The Clouds (Blueprint Edition),42,2015-10-02
2015,See You Again (feat. Charlie Puth),"Wiz Khalifa, Charlie Puth",See You Again (feat. Charlie Puth),4,2015-03-10
2015,Everywhere I Go (Kings and Queens),New Politics,Vikings,39,2015-08-14
2015,Stardust,New Politics,Vikings,37,2015-08-14
2015,Time of Our Lives,"Pitbull, Ne-Yo",Time of Our Lives,39,2014-11-17
2015,AhHa,Nate Ruess,Grand Romantic,34,2015-06-12
2015,Aristocrat,New Politics,Vikings,28,2015-08-14
2015,Take It Back,Nate Ruess,Grand Romantic,29,2015-06-12
2015,Lovers in a Song,New Politics,Vikings,20,2015-08-14
2015,Harsh Light,Nate Ruess,Grand Romantic,33,2015-06-12
2015,What This World Is Coming To (feat. Beck),"Nate Ruess, Beck",Grand Romantic,29,2015-06-12
2015,Bang Bang - Imanos & Gramercy Remix,"Jessie J, Ariana Grande, Nicki Minaj, Imanos, Gramercy",Bang Bang (Remixes),32,2014-09-26
2015,Lean On (feat. MØ & DJ Snake),"Major Lazer, MØ, DJ Snake",Peace Is The Mission,3,2015-06-01
2015,Ayo - Tribute to Tyga and Chris Brown,2015 Fuelled Pop,Ayo - Tribute to Tyga and Chris Brown,4,2015-02-05
2015,Style,We Love Taylor Swift,Style,0,2016-08-12
2015,Cancer,My Chemical Romance,May Death Never Stop You,38,2014-03-21
2015,TKO,Justin Timberlake,The 20/20 Experience - 2 of 2 (Deluxe),55,2013-09-27
2016,Starboy,"The Weeknd, Daft Punk",Starboy,91,2016-11-25
2016,Stressed Out,Twenty One Pilots,Blurryface,88,2015-05-15
2016,The Hills,The Weeknd,Beauty Behind The Madness,88,2015-08-28
2016,Love Yourself,Justin Bieber,Purpose (Deluxe),87,2015-11-13
2016,Closer,"The Chainsmokers, Halsey",Closer,89,2016-07-29
2016,Let Me Love You,"DJ Snake, Justin Bieber",Encore,88,2016-08-05
2016,Ride,Twenty One Pilots,Blurryface,86,2015-05-15
2016,Can't Feel My Face,The Weeknd,Beauty Behind The Madness,84,2015-08-28
2016,7 Years,Lukas Graham,Lukas Graham,85,2016-04-01
2016,This Is What You Came For,"Calvin Harris, Rihanna",This Is What You Came For,81,2016-04-29
2016,Cake By The Ocean,DNCE,DNCE,84,2016-11-18
2016,Sorry,Justin Bieber,Purpose (Deluxe),87,2015-11-13
2016,Don't Let Me Down,"The Chainsmokers, Daya",Don't Let Me Down,84,2016-02-05
2016,Heathens,Twenty One Pilots,Heathens,84,2016-06-16
2016,Perfect,One Direction,Made In The A.M. (Deluxe Edition),83,2015-11-13
2016,Adventure of a Lifetime,Coldplay,A Head Full of Dreams,87,2015-12-04
2016,Cheap Thrills,Sia,This Is Acting,81,2016-01-29
2016,What Do You Mean?,Justin Bieber,Purpose (Deluxe),84,2015-11-13
2016,PILLOWTALK,ZAYN,Mind Of Mine (Deluxe Edition),83,2016-03-25
2016,Like I'm Gonna Lose You (feat. John Legend),"Meghan Trainor, John Legend",Title (Deluxe),77,2015-01-12
2016,"i hate u, i love u (feat. olivia o'brien)","gnash, Olivia O'Brien",us,76,2016-03-25
2016,My House,Flo Rida,My House,79,2015-04-07
2016,"Me, Myself & I","G-Eazy, Bebe Rexha",When It's Dark Out,81,2015-12-04
2016,Work from Home (feat. Ty Dolla $ign),"Fifth Harmony, Ty Dolla $ign",7/27 (Deluxe),79,2016-05-27
2016,In The Night,The Weeknd,Beauty Behind The Madness,75,2015-08-28
2016,"Sucker for Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","Lil Wayne, Wiz Khalifa, Imagine Dragons, X Ambassadors, Logic, Ty Dolla $ign",Sucker for Pain (with Logic & Ty Dolla $ign feat. X Ambassadors),77,2016-06-24
2016,Middle,"DJ Snake, Bipolar Sunshine",Encore,80,2016-08-05
2016,Roses,"The Chainsmokers, ROZES",Roses,83,2015-06-16
2016,679 (feat. Remy Boyz),"Fetty Wap, Remy Boyz",679 (feat. Remy Boyz),78,2015-06-29
2016,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,TROLLS (Original Motion Picture Soundtrack),76,2016-09-23
2016,Unsteady,X Ambassadors,VHS,76,2015-06-30
2016,I Took A Pill In Ibiza - Seeb Remix,"Mike Posner, Seeb","At Night, Alone.",68,2016-05-06
2016,Ex's & Oh's,Elle King,Love Stuff,76,2015-02-13
2016,GIRL LIKE ME,"Black Eyed Peas, Shakira",TRANSLATION,78,2020-11-02
2016,Lost Boy,Ruth B.,Lost Boy,67,2015-08-21
2016,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",71,2016-04-15
2016,DUELE EL CORAZON (feat. Wisin),"Enrique Iglesias, Wisin",DUELE EL CORAZON (feat. Wisin),71,2016-04-18
2016,Let It Go,James Bay,Chaos And The Calm,65,2015-03-23
2016,We Don't Talk Anymore (feat. Selena Gomez),"Charlie Puth, Selena Gomez",Nine Track Mind,66,2016-01-29
2016,Hymn for the Weekend - Seeb Remix,"Coldplay, Seeb",Hymn for the Weekend (Seeb Remix),70,2016-03-25
2016,Close,"Nick Jonas, Tove Lo",Last Year Was Complicated,70,2016-06-10
2016,Cold Water,"Major Lazer, Justin Bieber, MØ",Cold Water,71,2016-07-22
2016,Panda,Desiigner,Panda,68,2016-02-26
2016,Same Old Love,Selena Gomez,Revival (Deluxe),70,2015-10-09
2016,Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),68,2015-05-04
2016,Hands To Myself,Selena Gomez,Revival (Deluxe),68,2015-10-09
2016,One Call Away,Charlie Puth,Nine Track Mind,60,2016-01-29
2016,Broccoli,"DRAM, Lil Yachty",Broccoli,66,2016-04-06
2016,Don't Mind,Kent Jones,Don't Mind,69,2016-04-25
2016,Gold,Kiiara,low kii savage,68,2016-03-22
2016,All In My Head (Flex) (feat. Fetty Wap),"Fifth Harmony, Fetty Wap",7/27 (Deluxe),65,2016-05-27
2016,All The Way Up (Remix),"Fat Joe, Remy Ma, JAY-Z, French Montana, InfaRed",All The Way Up (Remix) (feat. French Montana & Infared) - Single,57,2016-05-27
2016,Cut It (feat. Young Dolph),"O.T. Genasis, Young Dolph",Cut It (feat. Young Dolph),63,2015-09-25
2016,Back To Sleep REMIX (feat. Usher & ZAYN),"Chris Brown, USHER, ZAYN",Back To Sleep REMIX (feat. Usher & ZAYN),55,2016-02-26
2016,Stitches,Shawn Mendes,Handwritten (Revisited),53,2015-11-20
2016,Pop Style,"Drake, The Throne",Pop Style,49,2016-04-04
2016,Me Too,Meghan Trainor,Thank You (Deluxe),54,2016-05-13
2016,NO,Meghan Trainor,Thank You (Deluxe),51,2016-05-13
2016,On My Mind,Ellie Goulding,Delirium (Deluxe),47,2015-11-13
2016,Never Forget You,Our Last Night,Never Forget You,34,2016-03-30
2016,"Sit Still, Look Pretty",Daya,"Sit Still, Look Pretty",1,2016-10-07
2016,When We Were Young,Adele,25,1,2016-06-24
2016,Hello,Adele,Hello,0,2015-10-23
2016,One Dance,"Drake, Wizkid, Kyla",Views,3,2016-05-13
2016,Side To Side,"Ariana Grande, Nicki Minaj",Dangerous Woman,8,2016-05-20
2016,Into You,Ariana Grande,Dangerous Woman,9,2016-05-20
2016,Hide Away,Daya,"Sit Still, Look Pretty",1,2016-10-07
